index	name	code	taxonomy	description	bin length	GC%	coverage	# contigs	# features	longest contig	RP Inventory (total: 55)	RP multiple	BSCG Inventory (total: 51)	BSCG multiple	ASCG Inventory (total: 38)	ASCG multiple	curation status	completion status
1276	Candidatus_Magasanikbacteria_bacterium_RIFCSPHIGHO2_01_FULL_41_23	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_12_FULL_OD1_Magasanikbacteria_41_16_curated_41_23	RIFCSPHIGHO2_12_FULL_OD1_Magasanikbacteria_41_16_curated, Magasanikbacteria, Parcubacteria, Bacteria	None	992300	40.76	22.9	24	927	197992	43	3	45	0	13	2	Manually curated genome	near complete
1279	Candidatus_Nomurabacteria_bacterium_RIFCSPHIGHO2_01_FULL_42_16	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OD1_Nomurabacteria_42_16_curated_42_17	RIFCSPHIGHO2_01_FULL_OD1_Nomurabacteria_42_16_curated, Nomurabacteria, Parcubacteria, Bacteria	None	707353	41.98	16.95	36	757	53482	44	0	45	0	7	0	Manually curated genome	near complete
1281	Candidatus_Doudnabacteria_bacterium_RIFCSPHIGHO2_01_FULL_43_23	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_SM2F11_43_23_curated_43_23	RIFCSPHIGHO2_01_FULL_SM2F11_43_23_curated, SM2F11, Bacteria	None	590359	43.21	22.86	44	653	55223	40	0	39	1	9	0	Manually curated genome	partial
1286	Candidatus_Yanofskybacteria_bacterium_RIFCSPHIGHO2_01_FULL_44_17	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OD1_Yanofskybacteria_44_17_curated_44_18	RIFCSPHIGHO2_01_FULL_OD1_Yanofskybacteria_44_17_curated, Yanofskybacteria, Parcubacteria, Bacteria	None	674209	43.63	17.97	31	717	70935	42	0	46	0	9	0	Manually curated genome	near complete
1287	Candidatus_Zambryskibacteria_bacterium_RIFCSPHIGHO2_01_FULL_44_22b	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_RIF_OD1_10_44_22b_curated_44_22	RIFCSPHIGHO2_01_FULL_RIF_OD1_10_44_22b_curated, RIF-OD1-1, Parcubacteria, Bacteria	None	411872	43.99	21.67	26	502	45172	42	0	43	1	9	1	Manually curated genome	near complete
1292	Candidatus_Kaiserbacteria_bacterium_RIFCSPHIGHO2_01_FULL_46_22	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_RIF_OD1_11_46_22_curated_46_17	RIFCSPHIGHO2_01_FULL_RIF_OD1_11_46_22_curated, RIF-OD1-11, Parcubacteria, Bacteria	None	646917	45.91	16.5	8	690	305700	46	2	47	2	11	1	Manually curated genome	near complete
1295	Candidatus_Buchananbacteria_bacterium_RIFCSPHIGHO2_01_FULL_47_11b	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OD1_Falkowbacteria_47_11b_curated_47_11	RIFCSPHIGHO2_01_FULL_OD1_Falkowbacteria_47_11b_curated, Falkowbacteria, Parcubacteria, Bacteria	None	569135	47.32	11.39	35	596	53231	36	1	38	0	9	0	Manually curated genome	partial
1296	Candidatus_Kaiserbacteria_bacterium_RIFCSPHIGHO2_01_FULL_48_10	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OD1_Kaiserbacteria_48_10_curated_47_10	RIFCSPHIGHO2_01_FULL_OD1_Kaiserbacteria_48_10_curated, Kaiserbacteria, Parcubacteria, Bacteria	None	725964	47.09	10.06	62	861	33634	39	5	40	2	7	1	Manually curated genome	partial
1302	Candidatus_Sungbacteria_bacterium_RIFCSPHIGHO2_01_FULL_50_25	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_RIF_OD1_13_50_25_curated_50_25	RIFCSPHIGHO2_01_FULL_RIF_OD1_13_50_25_curated, RIF-OD1-13, Parcubacteria, Bacteria	None	570380	50.46	24.5	45	630	42047	38	0	41	1	7	1	Manually curated genome	near complete
1303	Candidatus_Magasanikbacteria_bacterium_RIFCSPHIGHO2_01_FULL_50_8	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_02_FULL_OD1_Magasanikbacteria_50_9b_curated_50_8	RIFCSPHIGHO2_02_FULL_OD1_Magasanikbacteria_50_9b_curated, Magasanikbacteria, Parcubacteria, Bacteria	None	660717	49.86	8.13	59	711	41947	41	1	42	1	10	1	Manually curated genome	near complete
1304	Candidatus_Taylorbacteria_bacterium_RIFCSPHIGHO2_01_FULL_51_15	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_RIF_OD1_11_51_15_curated_51_16	RIFCSPHIGHO2_01_FULL_RIF_OD1_11_51_15_curated, RIF-OD1-11, Parcubacteria, Bacteria	None	849092	50.77	15.77	36	861	103456	45	2	42	0	10	0	Manually curated genome	near complete
1306	Candidatus_Kaiserbacteria_bacterium_RIFCSPHIGHO2_01_FULL_53_29	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OD1_Kaiserbacteria_53_29_curated_53_29	RIFCSPHIGHO2_01_FULL_OD1_Kaiserbacteria_53_29_curated, Kaiserbacteria, Parcubacteria, Bacteria	None	1111165	53.47	28.89	29	1185	199030	46	2	46	1	7	2	Manually curated genome	near complete
1307	Candidatus_Adlerbacteria_bacterium_RIFCSPHIGHO2_01_FULL_54_23	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OD1_Adlerbacteria_54_23_curated_54_23	RIFCSPHIGHO2_01_FULL_OD1_Adlerbacteria_54_23_curated, Adlerbacteria, Parcubacteria, Bacteria	None	517848	53.91	23.28	22	572	92898	43	1	45	0	9	0	Manually curated genome	near complete
1308	Candidatus_Kaiserbacteria_bacterium_RIFCSPHIGHO2_01_FULL_55_17	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OD1_Kaiserbacteria_55_17_curated_55_18	RIFCSPHIGHO2_01_FULL_OD1_Kaiserbacteria_55_17_curated, Kaiserbacteria, Parcubacteria, Bacteria	None	750484	55.02	18.09	29	845	121049	46	2	46	3	10	3	Manually curated genome	near complete
1309	Parcubacteria_group_bacterium_RIFCSPHIGHO2_01_FULL_56_18	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OD1_56_18_curated_56_17	RIFCSPHIGHO2_01_FULL_OD1_56_18_curated, Parcubacteria, Bacteria	None	977414	55.61	17.15	49	1080	142882	45	1	41	2	9	2	Manually curated genome	near complete
1310	Candidatus_Liptonbacteria_bacterium_RIFCSPHIGHO2_01_FULL_57_28	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OD1_57_28_curated_59_27	RIFCSPHIGHO2_01_FULL_OD1_57_28_curated, Parcubacteria, Bacteria	None	553409	58.53	27.33	33	603	47260	38	0	39	1	7	0	Manually curated genome	partial
1311	Candidatus_Uhrbacteria_bacterium_RIFCSPHIGHO2_01_FULL_63_20	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OD1_Uhrbacteria_63_20_curated_64_15	RIFCSPHIGHO2_01_FULL_OD1_Uhrbacteria_63_20_curated, Uhrbacteria, Parcubacteria, Bacteria	None	862982	63.83	15.44	8	851	298359	48	1	48	0	12	0	Manually curated genome	near complete
1312	Candidatus_Levybacteria_bacterium_RIFCSPHIGHO2_01_FULL_36_15	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OP11_Levybacteria_36_15_curated_35_15	RIFCSPHIGHO2_01_FULL_OP11_Levybacteria_36_15_curated, Levybacteria, Microgenomates, Bacteria	None	1371446	35.35	14.61	60	1428	91474	44	0	44	0	10	1	Manually curated genome	near complete
1315	Candidatus_Levybacteria_bacterium_RIFCSPHIGHO2_01_FULL_37_33	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OP11_Levybacteria_37_33_curated_37_33	RIFCSPHIGHO2_01_FULL_OP11_Levybacteria_37_33_curated, Levybacteria, Microgenomates, Bacteria	None	849851	37.19	32.91	52	1005	53883	46	0	45	1	11	0	Manually curated genome	near complete
1318	Candidatus_Woesebacteria_bacterium_RIFCSPHIGHO2_01_FULL_38_9b	RIFCSPHIGHO2_01_FULL_GWB1_OP11_38_8_38_9	GWB1_OP11_38_8, Woesebacteria, Microgenomates, Bacteria	None	842582	37.69	9.27	75	936	33807	39	1	41	1	9	0	Manually curated genome	near complete
1321	Candidatus_Roizmanbacteria_bacterium_RIFCSPHIGHO2_01_FULL_39_8	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_02_FULL_OP11_Roizmanbacteria_39_9_curated_39_8	RIFCSPHIGHO2_02_FULL_OP11_Roizmanbacteria_39_9_curated, Roizmannbacteria, Microgenomates, Bacteria	None	1235503	38.58	8.37	84	1355	52540	41	4	42	2	8	1	Manually curated genome	near complete
1322	Candidatus_Daviesbacteria_bacterium_RIFCSPHIGHO2_01_FULL_40_11	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OP11_Daviesbacteria_40_11_curated_40_11	RIFCSPHIGHO2_01_FULL_OP11_Daviesbacteria_40_11_curated, Daviesbacteria, Microgenomates, Bacteria	None	964213	40.09	11.45	42	1080	59192	44	2	46	0	10	0	Manually curated genome	near complete
1325	Candidatus_Curtissbacteria_bacterium_RIFCSPHIGHO2_01_FULL_41_11	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OP11_Curtissbacteria_41_11_curated_41_11	RIFCSPHIGHO2_01_FULL_OP11_Curtissbacteria_41_11_curated, Curtissbacteria, Microgenomates, Bacteria	None	830860	41.15	11.33	46	949	91209	45	1	45	0	7	0	Manually curated genome	near complete
1327	Candidatus_Gottesmanbacteria_bacterium_RIFCSPHIGHO2_01_FULL_42_12	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OP11_Gottesmanbacteria_42_12_curated_42_12	RIFCSPHIGHO2_01_FULL_OP11_Gottesmanbacteria_42_12_curated, Gottesmanbacteria, Microgenomates, Bacteria	None	780341	41.97	12.42	33	933	64009	43	2	43	1	7	1	Manually curated genome	near complete
1330	Candidatus_Gottesmanbacteria_bacterium_RIFCSPHIGHO2_01_FULL_46_14	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OP11_Gottesmanbacteria_46_14_curated_46_15	RIFCSPHIGHO2_01_FULL_OP11_Gottesmanbacteria_46_14_curated, Gottesmanbacteria, Microgenomates, Bacteria	None	942875	45.76	14.62	63	1142	67731	43	1	45	1	9	0	Manually curated genome	near complete
1333	Candidatus_Moranbacteria_bacterium_RIFCSPHIGHO2_01_FULL_54_31	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OD1_Moranbacteria_54_31_curated_54_27	RIFCSPHIGHO2_01_FULL_OD1_Moranbacteria_54_31_curated, Moranbacteria, Parcubacteria, Bacteria	None	724422	53.69	27.15	36	720	48188	43	2	44	0	8	0	Manually curated genome	near complete
1336	Candidatus_Peribacteria_bacterium_RIFCSPHIGHO2_01_FULL_55_13	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_PER_ii_55_13_curated_55_14	RIFCSPHIGHO2_01_FULL_PER_ii_55_13_curated, PER-ii, Bacteria	None	1166479	54.63	13.62	43	1177	118355	48	3	46	1	9	0	Manually curated genome	near complete
1341	candidate_division_WWE3_bacterium_RIFCSPHIGHO2_01_FULL_42_13	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_WWE3_42_13_curated_42_13	RIFCSPHIGHO2_01_FULL_WWE3_42_13_curated, WWE3, Bacteria	None	641607	41.88	13.21	17	707	163725	36	0	41	1	8	0	Manually curated genome	near complete
1345	candidate_division_WWE3_bacterium_RIFCSPLOWO2_01_FULL_53_14	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_WWE3_53_14_curated_53_13	RIFCSPLOWO2_01_FULL_WWE3_53_14_curated, WWE3, Bacteria	None	532308	52.66	13.49	40	625	33152	41	4	47	2	7	0	Manually curated genome	near complete
1347	Candidatus_Woesebacteria_bacterium_RIFCSPLOWO2_01_FULL_39_10b	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_OP11_Woesebacteria_39_10b_curated_38_11	RIFCSPLOWO2_01_FULL_OP11_Woesebacteria_39_10b_curated, Woesebacteria, Microgenomates, Bacteria	None	1096506	37.87	10.65	26	1147	228596	48	1	48	0	10	1	Manually curated genome	near complete
1348	Candidatus_Woesebacteria_bacterium_RIFCSPLOWO2_01_FULL_39_25	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_OP11_Woesebacteria_39_25_curated_38_27	RIFCSPLOWO2_01_FULL_OP11_Woesebacteria_39_25_curated, Woesebacteria, Microgenomates, Bacteria	None	1251834	37.65	26.78	16	1333	417207	45	1	48	0	14	2	Manually curated genome	near complete
1351	Candidatus_Nealsonbacteria_bacterium_RIFCSPLOWO2_01_FULL_43_32	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_RIF_OD107_43_32_curated_43_32	RIFCSPLOWO2_01_FULL_RIF_OD107_43_32_curated, RIF-OD1-7, Parcubacteria, Bacteria	None	552629	43.24	31.97	23	614	62835	37	0	43	0	9	0	Manually curated genome	near complete
1352	Candidatus_Woesebacteria_bacterium_RIFCSPLOWO2_01_FULL_44_24b	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_OP11_Woesebacteria_44_24b_curated_44_24	RIFCSPLOWO2_01_FULL_OP11_Woesebacteria_44_24b_curated, Woesebacteria, Microgenomates, Bacteria	None	898253	43.87	23.94	23	1075	119376	45	2	48	0	8	0	Manually curated genome	near complete
1353	Candidatus_Kerfeldbacteria_bacterium_RIFCSPLOWO2_01_FULL_48_11	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_RIF_OD1_01_48_11_curated_48_11	RIFCSPLOWO2_01_FULL_RIF_OD1_01_48_11_curated, RIF-OD1-1, Parcubacteria, Bacteria	None	1204695	48.18	11.49	20	1203	222642	47	2	48	0	10	0	Manually curated genome	near complete
1354	Candidatus_Amesbacteria_bacterium_RIFCSPLOWO2_01_FULL_49_25	RIFCSPLOWO2_01_FULL_RIFCSPHIGHO2_01_FULL_OP11_Amesbacteria_48_32b_curated_48_25	RIFCSPHIGHO2_01_FULL_OP11_Amesbacteria_48_32b_curated, Amesbacteria, Microgenomates, Bacteria	None	958218	47.8	25.18	30	1057	183944	45	0	48	1	12	1	Manually curated genome	near complete
1355	Candidatus_Chisholmbacteria_bacterium_RIFCSPLOWO2_01_FULL_50_28	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_RIF_OP11_03_50_28_curated_50_28	RIFCSPLOWO2_01_FULL_RIF_OP11_03_50_28_curated, RIF-OP11-3, Microgenomates, Bacteria	None	1214076	49.81	28.1	3	1206	1158385	45	1	46	0	11	0	Manually curated genome	near complete
1359	Candidatus_Staskawiczbacteria_bacterium_RIFCSPLOWO2_01_FULL_33_9	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_RIF_OD1_06_33_9_curated_33_9	RIFCSPLOWO2_01_FULL_RIF_OD1_06_33_9_curated, RIF-OD1-6, Parcubacteria, Bacteria	None	405718	33.16	9.29	38	483	34980	39	1	40	2	6	1	Manually curated genome	partial
1361	Candidatus_Nomurabacteria_bacterium_RIFCSPLOWO2_01_FULL_37_25	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_OD1_Nomurabacteria_37_25_curated_37_25	RIFCSPLOWO2_01_FULL_OD1_Nomurabacteria_37_25_curated, Nomurabacteria, Parcubacteria, Bacteria	None	588342	36.5	25.13	21	658	126967	45	1	45	0	9	0	Manually curated genome	near complete
1362	Candidatus_Azambacteria_bacterium_RIFCSPLOWO2_01_FULL_37_9	RIFCSPLOWO2_01_FULL_GWC1_OD1_38_17_37_8	GWC1_OD1_38_17, Parcubacteria, Bacteria	None	502302	36.54	8.39	53	531	25373	44	0	44	1	11	2	Manually curated genome	near complete
1363	Candidatus_Staskawiczbacteria_bacterium_RIFCSPLOWO2_01_FULL_38_12b	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_RIF_OD1_06_38_12b_curated_38_12	RIFCSPLOWO2_01_FULL_RIF_OD1_06_38_12b_curated, RIF-OD1-6, Parcubacteria, Bacteria	None	836506	37.95	12.34	33	917	70009	45	2	46	0	10	0	Manually curated genome	near complete
1364	Candidatus_Tagabacteria_bacterium_RIFCSPLOWO2_01_FULL_39_11	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_OD1_39_11_curated_39_11	RIFCSPLOWO2_01_FULL_OD1_39_11_curated, Parcubacteria, Bacteria	None	613061	38.52	11.03	46	625	48997	38	1	38	2	7	0	Manually curated genome	partial
1366	Candidatus_Nomurabacteria_bacterium_RIFCSPLOWO2_01_FULL_40_15	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_OD1_Nomurabacteria_40_15_curated_39_15	RIFCSPLOWO2_01_FULL_OD1_Nomurabacteria_40_15_curated, Nomurabacteria, Parcubacteria, Bacteria	None	487362	39.36	15.4	33	543	63987	39	2	39	1	9	0	Manually curated genome	partial
1369	Candidatus_Nomurabacteria_bacterium_RIFCSPLOWO2_01_FULL_41_21	RIFCSPLOWO2_01_FULL_RIFCSPHIGHO2_01_FULL_OD1_Nomurabacteria_40_20_curated_41_22	RIFCSPHIGHO2_01_FULL_OD1_Nomurabacteria_40_20_curated, Nomurabacteria, Parcubacteria, Bacteria	None	546756	40.74	21.53	20	604	109420	42	2	42	1	10	0	Manually curated genome	near complete
1370	Candidatus_Yanofskybacteria_bacterium_RIFCSPLOWO2_01_FULL_41_34	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_OD1_Yanofskybacteria_41_34_curated_40_35	RIFCSPLOWO2_01_FULL_OD1_Yanofskybacteria_41_34_curated, Yanofskybacteria, Parcubacteria, Bacteria	None	904339	40.4	34.69	28	940	262580	45	1	46	0	10	1	Manually curated genome	near complete
1372	Candidatus_Nomurabacteria_bacterium_RIFCSPLOWO2_01_FULL_42_17	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_OD1_Nomurabacteria_42_17_curated_41_17	RIFCSPLOWO2_01_FULL_OD1_Nomurabacteria_42_17_curated, Nomurabacteria, Parcubacteria, Bacteria	None	669556	40.65	17.03	9	721	326489	46	2	45	1	9	1	Manually curated genome	near complete
1373	Candidatus_Yanofskybacteria_bacterium_RIFCSPLOWO2_01_FULL_42_49	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_OD1_Yanofskybacteria_42_49_curated_42_49	RIFCSPLOWO2_01_FULL_OD1_Yanofskybacteria_42_49_curated, Yanofskybacteria, Parcubacteria, Bacteria	None	807499	41.98	49.49	14	806	141225	45	1	47	0	9	1	Manually curated genome	near complete
1374	Candidatus_Spechtbacteria_bacterium_RIFCSPLOWO2_01_FULL_43_12	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_RIF_OD1_05_43_12_curated_43_13	RIFCSPLOWO2_01_FULL_RIF_OD1_05_43_12_curated, RIF-OD1-5, Parcubacteria, Bacteria	None	455394	42.94	13.15	20	468	90726	37	0	38	0	6	0	Manually curated genome	partial
1379	Candidatus_Giovannonibacteria_bacterium_RIFCSPLOWO2_01_FULL_44_16	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_OD1_Giovannonibacteria_44_16_curated_44_16	RIFCSPLOWO2_01_FULL_OD1_Giovannonibacteria_44_16_curated, Giovannonibacteria, Parcubacteria, Bacteria	None	806761	43.87	15.77	43	943	58317	41	0	43	0	7	1	Manually curated genome	near complete
1382	Candidatus_Komeilibacteria_bacterium_RIFCSPLOWO2_01_FULL_45_10	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_RIF_OD1_03_45_10_curated_45_10	RIFCSPLOWO2_01_FULL_RIF_OD1_03_45_10_curated, RIF-OD1-3, Parcubacteria, Bacteria	None	594480	44.9	10.15	45	650	26345	40	1	40	1	8	0	Manually curated genome	partial
1383	Candidatus_Taylorbacteria_bacterium_RIFCSPLOWO2_01_FULL_45_15b	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_RIF_OD1_11_45_15b_curated_45_15	RIFCSPLOWO2_01_FULL_RIF_OD1_11_45_15b_curated, RIF-OD1-11, Parcubacteria, Bacteria	None	923489	44.84	14.91	57	978	72129	40	1	43	1	8	1	Manually curated genome	near complete
1386	Candidatus_Niyogibacteria_bacterium_RIFCSPLOWO2_01_FULL_45_48	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_OD1_45_48_curated_45_48	RIFCSPLOWO2_01_FULL_OD1_45_48_curated, Parcubacteria, Bacteria	None	808436	45.3	47.79	39	885	102636	42	1	43	0	10	0	Manually curated genome	near complete
1387	Candidatus_Spechtbacteria_bacterium_RIFCSPLOWO2_01_FULL_46_10	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_RIF_OD1_05_46_10_curated_45_10	RIFCSPLOWO2_01_FULL_RIF_OD1_05_46_10_curated, RIF-OD1-5, Parcubacteria, Bacteria	None	463299	45.36	9.74	40	483	27492	37	1	40	0	7	0	Manually curated genome	partial
1388	Candidatus_Nomurabacteria_bacterium_RIFCSPLOWO2_01_FULL_46_18	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_OD1_Nomurabacteria_46_18_curated_46_18	RIFCSPLOWO2_01_FULL_OD1_Nomurabacteria_46_18_curated, Nomurabacteria, Parcubacteria, Bacteria	None	453640	45.91	18.07	29	506	41427	44	2	42	1	9	0	Manually curated genome	near complete
1389	Candidatus_Sungbacteria_bacterium_RIFCSPLOWO2_01_FULL_47_10	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_RIF_OD1_13_47_10_curated_46_10	RIFCSPLOWO2_01_FULL_RIF_OD1_13_47_10_curated, RIF-OD1-13, Parcubacteria, Bacteria	None	1097461	46.37	9.5	84	1219	37317	41	1	45	1	11	0	Manually curated genome	near complete
1390	Candidatus_Wolfebacteria_bacterium_RIFCSPLOWO2_01_FULL_47_17b	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_OD1_Wolfebacteria_47_17b_curated_47_17	RIFCSPLOWO2_01_FULL_OD1_Wolfebacteria_47_17b_curated, Wolfebacteria, Parcubacteria, Bacteria	None	729804	47.02	16.62	25	824	170580	45	1	46	0	11	2	Manually curated genome	near complete
1392	Candidatus_Yonathbacteria_bacterium_RIFCSPLOWO2_01_FULL_47_33b	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_RIF_OD1_09_47_33b_curated_47_33	RIFCSPLOWO2_01_FULL_RIF_OD1_09_47_33b_curated, RIF-OD1-9, Parcubacteria, Bacteria	None	718629	46.72	33.27	22	824	95905	44	1	41	0	8	0	Manually curated genome	near complete
1393	Candidatus_Taylorbacteria_bacterium_RIFCSPLOWO2_01_FULL_48_100	RIFCSPLOWO2_01_FULL_RIFCSPHIGHO2_02_FULL_RIF_OD1_11_47_18_curated_48_103	RIFCSPHIGHO2_02_FULL_RIF_OD1_11_47_18_curated, RIF-OD1-11, Parcubacteria, Bacteria	None	644823	47.6	103.3	25	713	90773	45	1	47	1	9	0	Manually curated genome	near complete
1394	Parcubacteria_group_bacterium_RIFCSPLOWO2_01_FULL_48_18	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_OD1_48_18_curated_48_19	RIFCSPLOWO2_01_FULL_OD1_48_18_curated, Parcubacteria, Bacteria	None	1210108	48.1	18.82	29	1169	121941	43	3	47	0	11	0	Manually curated genome	near complete
1395	Candidatus_Wildermuthbacteria_bacterium_RIFCSPLOWO2_01_FULL_48_29	RIFCSPLOWO2_01_FULL_RIFCSPHIGHO2_01_FULL_RIF_OD1_07_48_27b_curated_48_29	RIFCSPHIGHO2_01_FULL_RIF_OD1_07_48_27b_curated, RIF-OD1-7, Parcubacteria, Bacteria	None	477132	47.85	29.29	23	527	77114	42	2	42	0	8	0	Manually curated genome	near complete
1396	Candidatus_Yanofskybacteria_bacterium_RIFCSPLOWO2_01_FULL_49_17	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_OD1_Yanofskybacteria_49_17_curated_49_17	RIFCSPLOWO2_01_FULL_OD1_Yanofskybacteria_49_17_curated, Yanofskybacteria, Parcubacteria, Bacteria	None	613638	49.09	17.37	16	636	139407	47	1	46	0	9	0	Manually curated genome	near complete
1397	Candidatus_Lloydbacteria_bacterium_RIFCSPLOWO2_01_FULL_50_20	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_RIF_OD1_09_50_20_curated_50_20	RIFCSPLOWO2_01_FULL_RIF_OD1_09_50_20_curated, RIF-OD1-9, Parcubacteria, Bacteria	None	992589	50.11	20.07	44	1049	66693	44	2	45	0	8	0	Manually curated genome	near complete
1398	Candidatus_Adlerbacteria_bacterium_RIFCSPLOWO2_01_FULL_51_16	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_OD1_Adlerbacteria_51_16_curated_51_16	RIFCSPLOWO2_01_FULL_OD1_Adlerbacteria_51_16_curated, Adlerbacteria, Parcubacteria, Bacteria	None	608701	51.27	16.16	30	683	120924	45	1	43	1	11	0	Manually curated genome	near complete
1400	Candidatus_Liptonbacteria_bacterium_RIFCSPLOWO2_01_FULL_52_25	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_OD1_52_25_curated_52_26	RIFCSPLOWO2_01_FULL_OD1_52_25_curated, Parcubacteria, Bacteria	None	1072345	52.15	26.4	25	1135	198594	46	2	47	1	12	1	Manually curated genome	near complete
1401	Candidatus_Liptonbacteria_bacterium_RIFCSPLOWO2_01_FULL_53_13	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_OD1_53_13_curated_52_13	RIFCSPLOWO2_01_FULL_OD1_53_13_curated, Parcubacteria, Bacteria	None	777651	52.02	13.22	66	861	39897	41	0	41	1	9	0	Manually curated genome	near complete
1405	Candidatus_Kaiserbacteria_bacterium_RIFCSPLOWO2_01_FULL_55_19	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_OD1_Kaiserbacteria_55_19_curated_55_19	RIFCSPLOWO2_01_FULL_OD1_Kaiserbacteria_55_19_curated, Kaiserbacteria, Parcubacteria, Bacteria	None	426361	55.05	18.81	39	484	28558	40	0	43	0	8	1	Manually curated genome	near complete
1409	Candidatus_Roizmanbacteria_bacterium_RIFCSPLOWO2_01_FULL_37_12	RIFCSPLOWO2_01_FULL_RIFCSPLOWO2_01_FULL_OP11_Roizmanbacteria_37_12_curated_36_12	RIFCSPLOWO2_01_FULL_OP11_Roizmanbacteria_37_12_curated, Roizmannbacteria, Microgenomates, Bacteria	None	1343624	36.28	11.69	41	1565	155362	45	0	46	0	8	1	Manually curated genome	near complete
1410	Candidatus_Woesebacteria_bacterium_RIFCSPLOWO2_01_FULL_37_19	RIFCSPLOWO2_01_FULL_RIFCSPHIGHO2_01_FULL_OP11_Woesebacteria_38_26b_curated_37_19	RIFCSPHIGHO2_01_FULL_OP11_Woesebacteria_38_26b_curated, Woesebacteria, Microgenomates, Bacteria	None	1021774	37.12	19.15	78	1098	33345	42	2	42	1	11	0	Manually curated genome	near complete
